,molecule_chembl_id,SMILES,pIC50,ROMol,maccs,morgan,tanimoto_maccs,dice_maccs,tanimoto_morgan,dice_morgan
4344,CHEMBL419409,COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,5.055517327849831,<rdkit.Chem.rdchem.Mol object at 0x0000026166864270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F680>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E8F0>,0.4,0.5714285714285714,0.17708333333333334,0.3008849557522124
4345,CHEMBL419501,COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.070581074285707,<rdkit.Chem.rdchem.Mol object at 0x00000261668642E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F6F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E9D0>,0.6666666666666666,0.8,0.2828282828282828,0.4409448818897638
4346,CHEMBL420059,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,6.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x0000026166864350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99EAB0>,0.859375,0.9243697478991597,0.5256410256410257,0.6890756302521008
4347,CHEMBL4202413,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)COCc3ccccc3)c2)n1,5.593459819566045,<rdkit.Chem.rdchem.Mol object at 0x00000261668643C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F7D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99EB90>,0.7333333333333333,0.8461538461538461,0.22522522522522523,0.36764705882352944
4348,CHEMBL420254,CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x0000026166864430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F840>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99EC70>,0.453125,0.6236559139784946,0.2948717948717949,0.45544554455445546
4349,CHEMBL4202780,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)/C=C/CN(C)C)n1,5.216811308924743,<rdkit.Chem.rdchem.Mol object at 0x00000261668644A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F8B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99ED50>,0.6842105263157895,0.8125,0.2222222222222222,0.36363636363636365
4350,CHEMBL4202955,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C=C/CN(C)C)c2)n1,5.300162274132754,<rdkit.Chem.rdchem.Mol object at 0x0000026166864510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F920>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99EE30>,0.6842105263157895,0.8125,0.22522522522522523,0.36764705882352944
4351,CHEMBL4203110,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=[N+]=[N-])n1,6.638272163982407,<rdkit.Chem.rdchem.Mol object at 0x0000026166864580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99EF10>,0.6493506493506493,0.7874015748031497,0.24489795918367346,0.39344262295081966
4352,CHEMBL4203804,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(C)=O)cc2)n1,5.511449283499556,<rdkit.Chem.rdchem.Mol object at 0x00000261668645F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691FA00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99EFF0>,0.6986301369863014,0.8225806451612904,0.25773195876288657,0.4098360655737705
4353,CHEMBL4204354,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N=C=S)cc2)n1,5.043831569524637,<rdkit.Chem.rdchem.Mol object at 0x0000026166864660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691FA70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99F0D0>,0.6666666666666666,0.8,0.23469387755102042,0.38016528925619836
4354,CHEMBL4204596,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=C=S)n1,5.739928612014925,<rdkit.Chem.rdchem.Mol object at 0x00000261668646D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691FAE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99F1B0>,0.6666666666666666,0.8,0.23232323232323232,0.3770491803278688
4355,CHEMBL4204937,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCOCc3ccccc3)c2)n1,5.85078088734462,<rdkit.Chem.rdchem.Mol object at 0x0000026166864740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691FB50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99F290>,0.7105263157894737,0.8307692307692308,0.23214285714285715,0.37681159420289856
4356,CHEMBL4205469,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N)cc2)n1,5.1325325121409495,<rdkit.Chem.rdchem.Mol object at 0x00000261668647B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691FBC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99F370>,0.6944444444444444,0.819672131147541,0.2608695652173913,0.41379310344827586
4357,CHEMBL4205688,COc1ccc(-c2c3c4cc(OCCN(C)C)c(OCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,6.63283051146532,<rdkit.Chem.rdchem.Mol object at 0x0000026166864820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691FC30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99F450>,0.6153846153846154,0.7619047619047619,0.18018018018018017,0.3053435114503817
