row ID;molecule_chembl_id;Units;IC50;SMILES;First(target_chembl_id (#1));pIC50
Row7627;CHEMBL4445797;nM;16;CC/C=C\C(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;7.795880017344075
Row7628;CHEMBL4445843;nM;25410;O=C(Nc1cnn(-c2ccccc2)c1)c1ccc(NS(=O)(=O)c2ccccc2)cc1;CHEMBL203;4.5949953349496315
Row7629;CHEMBL4446124;nM;36;N#Cc1cnc2ccc(NC(=O)CC3CCSS3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1;CHEMBL203;7.443697499232713
Row7630;CHEMBL444619;nM;5;COc1cc(ON2CCC(C)CC2)c2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2c1;CHEMBL203;8.301029995663981
Row7636;CHEMBL4446681;nM;10000;CN(CCc1ccc(-c2ccccc2)cc1)Cc1cn(C)c2ccc(C(=O)Nc3ccc(F)cc3)cc12;CHEMBL203;5
Row7638;CHEMBL4446953;nM;79;CCOC(=O)/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1;CHEMBL203;7.102372908709559
Row7639;CHEMBL4446992;nM;400;COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1;CHEMBL203;6.3979400086720375
Row7640;CHEMBL4447036;nM;2459;C=CS(=O)(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1;CHEMBL203;5.609241471261283
Row7641;CHEMBL4447196;nM;500;COc1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc4cc5cc(C)ccc5nc4s3)cc2)cc1OC;CHEMBL203;6.301029995663981
Row7642;CHEMBL4447225;nM;592;COc1cc2c(Oc3ccc(NS(=O)(=O)c4ccccc4C(F)(F)F)cc3F)ccnc2cc1OCCCN1CCC(C)CC1;CHEMBL203;6.22767829327708
Row7643;CHEMBL444724;nM;3.6;COc1ccc(N(C)c2nc(Cl)nc3ccccc23)cc1;CHEMBL203;8.443697499232712
Row7644;CHEMBL4447289;nM;4626;C=CC(=O)Nc1cccc(-c2noc3ncnc(N[C@H](CO)c4ccccc4)c23)c1;CHEMBL203;5.334794371565399
Row7646;CHEMBL4447797;nM;1700;COc1cc2nccc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OC;CHEMBL203;5.769551078621726
Row7647;CHEMBL4447962;nM;1259;C=CC(=O)Nc1cccc(-c2c(C)sc3ncnc(N[C@H](CO)c4ccccc4)c23)c1;CHEMBL203;5.899974269892137
Row7648;CHEMBL4447976;nM;153.5;CCOCCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C;CHEMBL203;6.813891620186795
Row7649;CHEMBL4447982;nM;105;C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[S+](C)[O-];CHEMBL203;6.978810700930062
Row7650;CHEMBL4448107;nM;2;C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;8.698970004336019
Row7652;CHEMBL4448162;nM;1;COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3)c2cc1OCCCN1CCOCC1;CHEMBL203;9
Row7654;CHEMBL4448424;nM;26150;COc1ccc(-n2cc(NC(=O)c3ccc(NS(=O)(=O)c4ccccc4)cc3)cn2)cc1;CHEMBL203;4.582528306796707
Row7655;CHEMBL4448428;nM;32.5;CC(C)=CC[C@@H](OC(=O)/C=C\C(=O)c1ccc(Cl)cc1)C1=CC(=O)c2c(O)ccc(O)c2C1=O;CHEMBL203;7.488116639021126
Row7656;CHEMBL4448494;nM;1970;Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C;CHEMBL203;5.7055337738384075
Row7657;CHEMBL4448691;nM;1322;C=CC(=O)Nc1cccc(-c2c(C)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1;CHEMBL203;5.878768544850379
Row7658;CHEMBL4448712;nM;499;C=CC(=O)N(c1ccc(F)c(C)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12;CHEMBL203;6.30189945437661
Row7659;CHEMBL4449391;nM;2;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;8.698970004336019
Row7661;CHEMBL4449589;nM;353;CC(C)(O)Cn1/c(=N/C(=O)c2ccnc(-c3cccnc3)c2)[nH]c2ccccc21;CHEMBL203;6.452225294612178
Row7662;CHEMBL4449681;nM;27;CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CO;CHEMBL203;7.568636235841013
Row7663;CHEMBL4449898;nM;65.34;C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(C(F)(F)F)cc3)n2)c(OC)cc1N1CCC(C(N)=O)CC1;CHEMBL203;7.184820869860582
Row7665;CHEMBL4450061;nM;123.2;C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;6.909389292171594
Row7666;CHEMBL4450824;nM;1.54;CC(C)OCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C;CHEMBL203;8.812479279163536
Row7667;CHEMBL4450843;nM;562;CN(C)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@@H](CO)c4ccccc4)c23)c1;CHEMBL203;6.250263684430939
Row7669;CHEMBL4451538;nM;300;CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CC1CCSS1;CHEMBL203;6.522878745280337
Row7670;CHEMBL4451619;nM;54.99;C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N1CCN(C)CC1;CHEMBL203;7.259716280318122
Row7672;CHEMBL4451986;nM;52;C/C=C\C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;7.2839966563652006
Row7674;CHEMBL4452106;nM;250;O=C(Nc1nccs1)[C@@H](c1cc(F)ccc1O)N1Cc2ccccc2C1=O;CHEMBL203;6.6020599913279625
Row7675;CHEMBL4452628;nM;219;COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Nc1ncc(C#N)c(-c2cn(C)c3ccccc23)n1;CHEMBL203;6.659555885159882
Row7676;CHEMBL4452906;nM;100;CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)OCCCCO[N+](=O)[O-])CC[C@]23C)C1(C)C;CHEMBL203;7
Row7677;CHEMBL4452957;nM;23.4;CC(C)=CC[C@@H](OC(=O)/C=C\C(=O)c1cc(F)ccc1C)C1=CC(=O)c2c(O)ccc(O)c2C1=O;CHEMBL203;7.6307841425898575
Row7678;CHEMBL4453068;nM;48.7;C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1;CHEMBL203;7.3124710387853655
Row7679;CHEMBL4453276;nM;587.6;CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3ccccc3C)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1;CHEMBL203;6.2309182128817815
Row7680;CHEMBL4453429;nM;43.56;COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)Cn1cnc([N+](=O)[O-])n1;CHEMBL203;7.3609121289162625
Row7681;CHEMBL4453748;nM;65.2;C=CC(=O)N(c1ccc(F)c(Cl)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12;CHEMBL203;7.18575240426808
Row7683;CHEMBL4454516;nM;0.5872;C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N1CCC(C(N)=O)CC1;CHEMBL203;9.231213953091986
Row7685;CHEMBL4454745;nM;122;C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCCl;CHEMBL203;6.913640169325252
Row7686;CHEMBL4454929;nM;38;C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCS(=O)(=O)CC1;CHEMBL203;7.42021640338319
Row7687;CHEMBL4454948;nM;4;C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2cccc(F)c2)nn1;CHEMBL203;8.397940008672037
Row7688;CHEMBL4455321;nM;30450;Cn1cc(NC(=O)c2cccc(NS(=O)(=O)c3ccc(Cl)cc3)c2)cn1;CHEMBL203;4.516412703031106
Row7689;CHEMBL445572;nM;90;CS(=O)(=O)CCN(Cc1ccccc1)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.045757490560675
Row7690;CHEMBL4456234;nM;120.7;C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N1CCN(C)CC1;CHEMBL203;6.918292729902651
Row7691;CHEMBL4456266;nM;18;CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C1CSSC1;CHEMBL203;7.744727494896694
Row7694;CHEMBL4456359;nM;6370;CC#CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1;CHEMBL203;5.19586056766465
Row7695;CHEMBL4456370;nM;6300;OC(c1cccs1)c1cc2ccccc2nc1Cl;CHEMBL203;5.200659450546419
Row7697;CHEMBL4456494;nM;4300;COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4)cc3)ccnc2cc1OCCCN1CCOCC1;CHEMBL203;5.366531544420414
Row7698;CHEMBL4456688;nM;4240;COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)c(F)c4F)cc3)ccnc2cc1OCCCN1CCOCC1;CHEMBL203;5.372634143407268
Row7701;CHEMBL4456976;nM;62;Cc1cc(=O)n2nc(SCc3ccc(C(C)C)cc3)nc2[nH]1;CHEMBL203;7.2076083105017466
Row7702;CHEMBL4457018;nM;8.7;C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCN(CC)CC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)C1;CHEMBL203;8.060480747381382
Row7703;CHEMBL4457447;nM;10.9;CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CCSS1;CHEMBL203;7.962573502059376
Row7704;CHEMBL4457733;nM;1128;COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCCC(C)C1;CHEMBL203;5.947690900352677
Row7705;CHEMBL4457885;nM;6.5;COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C1CSSC1;CHEMBL203;8.187086643357144
Row7707;CHEMBL4458344;nM;138;C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)C1;CHEMBL203;6.860120913598763
Row7708;CHEMBL4458437;nM;13;CCN(C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1)CCO;CHEMBL203;7.886056647693163
Row7709;CHEMBL4458843;nM;43;CC1CCCCN1C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21;CHEMBL203;7.366531544420414
Row7710;CHEMBL4459052;nM;15360;O=C(Nc1cnn(-c2ccccc2)c1)c1cccc(NS(=O)(=O)c2ccccc2)c1;CHEMBL203;4.813608784304507
Row7711;CHEMBL4459564;nM;18690;O=C(Nc1cnn(-c2ccccc2)c1)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1;CHEMBL203;4.728390698621168
Row7714;CHEMBL4460151;nM;16.43;COc1cc2c(Nc3ccc(F)cc3)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1;CHEMBL203;7.784362436564939
Row7715;CHEMBL446019;nM;0.537;C=CC(=O)Nc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1;CHEMBL203;9.270025714300445
Row7716;CHEMBL4460261;nM;75;C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CC[S+]([O-])CC1;CHEMBL203;7.1249387366083
Row7717;CHEMBL4460320;nM;18;CC/C=C\C(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;7.744727494896694
Row7718;CHEMBL4460381;nM;2.5;COc1cc(Nc2ncnc3cc(-c4cccs4)sc23)cc(OC)c1OC;CHEMBL203;8.602059991327963
Row7719;CHEMBL4460706;nM;12;C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccc(Cl)cc2)nn1;CHEMBL203;7.920818753952375
Row7720;CHEMBL4460897;nM;8770;Cc1ccc(-n2cc(NC(=O)c3cccc(NS(=O)(=O)c4ccc(Cl)cc4)c3)cn2)cc1;CHEMBL203;5.05700040663396
Row7726;CHEMBL4462318;nM;178;COc1cc2c(Oc3ccc(NS(=O)(=O)c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1;CHEMBL203;6.749579997691106
Row7728;CHEMBL4462395;nM;2200;COc1cc(N(C)c2ccnc3ccc(C(F)(F)F)cc23)cc(OC)c1OC;CHEMBL203;5.657577319177794
Row7729;CHEMBL446250;nM;3;COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)c4ncnc(N)c34)cc2[nH]1;CHEMBL203;8.522878745280337
Row7730;CHEMBL4462528;nM;617;COc1cc(NC(=O)C2CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NC(C)=O)n1;CHEMBL203;6.209714835966759
Row7731;CHEMBL4462965;nM;207;CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3cc(F)ccc3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1;CHEMBL203;6.684029654543083
Row7732;CHEMBL4462971;nM;700;COc1ccc2nc3sc(C(=O)Nc4ccc(C(=O)/C=C/c5ccc(OC)c(OC)c5)cc4)cc3cc2c1;CHEMBL203;6.154901959985743
Row7734;CHEMBL4463005;nM;420;CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCCCC1CCSS1;CHEMBL203;6.376750709602099
Row7735;CHEMBL4463012;nM;14;CCN(CC)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1;CHEMBL203;7.853871964321762
Row7736;CHEMBL4463094;nM;22.7;CC(C)=CC[C@@H](OC(=O)/C=C\C(=O)c1ccc(F)cc1)C1=CC(=O)c2c(O)ccc(O)c2C1=O;CHEMBL203;7.6439741428068775
Row7737;CHEMBL4463563;nM;903;C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)CC1;CHEMBL203;6.044312249686494
Row7738;CHEMBL4463634;nM;20;C=C(Cl)C(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;7.698970004336019
Row7739;CHEMBL4463765;nM;18.54;COc1cc2c(Nc3ccc(C)c(Br)c3)ncnc2cc1OCCNC(=O)Cn1cnc([N+](=O)[O-])n1;CHEMBL203;7.731890270191522
Row7740;CHEMBL4463766;nM;64;C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCSCC1;CHEMBL203;7.193820026016113
Row7741;CHEMBL4463898;nM;3.23;COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)Cn2cncc2[N+](=O)[O-])CC1;CHEMBL203;8.490797477668897
Row7742;CHEMBL4464404;nM;2.3;C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3[nH]cc(-c4ccncc4)c23)c1;CHEMBL203;8.638272163982407
Row7745;CHEMBL4464785;nM;1600;COc1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc4cc5ccccc5nc4s3)cc2)cc1OC;CHEMBL203;5.795880017344075
Row7746;CHEMBL4464879;nM;101;C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCO;CHEMBL203;6.995678626217357
Row7747;CHEMBL4465103;nM;35;C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;7.455931955649724
Row7748;CHEMBL4465231;nM;1048;CNc1cncc(-c2c[nH]c3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4)nc(Oc4ccccc4)c23)n1;CHEMBL203;5.979638717352293
Row7749;CHEMBL4465497;nM;7.9;COc1cc2c(Nc3ccc(NC(=O)[C@H](c4ccccc4)N4Cc5ccccc5C4=O)cc3F)ncnc2cc1OCC1CCN(C)CC1;CHEMBL203;8.102372908709558
Row7750;CHEMBL4465558;nM;765;COc1cc(N2CCNC2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1;CHEMBL203;6.116338564846383
Row7752;CHEMBL4465727;nM;550;O=C(/C=C/Cn1ccnc1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21;CHEMBL203;6.259637310505757
Row7754;CHEMBL4466350;nM;9;COc1cc(/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@@H]2CCOC2)cc(OC)c1OC;CHEMBL203;8.045757490560675
Row7757;CHEMBL4467561;nM;3;C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;8.522878745280337
Row7759;CHEMBL4468034;nM;177;CC/C=C\C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;6.752026733638194
Row7762;CHEMBL4468464;nM;12;C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccccc2F)nn1;CHEMBL203;7.920818753952375
Row7763;CHEMBL4468521;nM;2400;COCCOc1cc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OCCOC;CHEMBL203;5.619788758288394
Row7764;CHEMBL4468893;nM;19.97;COc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1OCCOCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1;CHEMBL203;7.699621935129297
Row7765;CHEMBL4468924;nM;40;CC1CCN(C/C=C/C(=O)N2CCOc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc32)CC1;CHEMBL203;7.3979400086720375
Row7767;CHEMBL4469453;nM;2750;Fc1ccc(COC(c2cccs2)c2cc3ccccc3nc2Cl)cc1;CHEMBL203;5.560667306169737
Row7769;CHEMBL4469866;nM;8.7;C=CC(=O)N(c1cccc(Cl)c1F)c1ncnc2cc(OC)c(OC(=O)N3CCN(C)C[C@H]3C)cc12;CHEMBL203;8.060480747381382
Row7770;CHEMBL4469900;nM;499;C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)C1;CHEMBL203;6.30189945437661
Row7773;CHEMBL4470214;nM;18260;Cc1ccc(-n2cc(NC(=O)c3ccc(NS(=O)(=O)c4ccccc4)cc3)cn2)cc1;CHEMBL203;4.7384992268017205
Row7774;CHEMBL4470236;nM;3081;COc1cc2c(Oc3ccc(NS(=O)(=O)c4ccccc4OC(F)(F)F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1;CHEMBL203;5.51130830168306
Row7775;CHEMBL4470431;nM;3660;Clc1ccc(COC(c2cccs2)c2cc3ccccc3nc2Cl)cc1;CHEMBL203;5.43651891460559
Row7779;CHEMBL4471155;nM;31.7;C=CC(=O)N(c1ccc(Cl)c(Cl)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12;CHEMBL203;7.498940737782249
Row7780;CHEMBL4471235;nM;37.1;COc1cc2c(Nc3cc(NC(=O)C(c4ccccc4)N4Cc5ccccc5C4=O)ccc3F)ncnc2cc1OCC1CCN(C)CC1;CHEMBL203;7.430626090384954
Row7781;CHEMBL4471464;nM;15330;COc1ccc(-n2cc(NC(=O)c3cccc(NS(=O)(=O)c4ccc(Cl)cc4)c3)cn2)cc1;CHEMBL203;4.814457845145625
Row7782;CHEMBL4471491;nM;0.69;COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1;CHEMBL203;9.161150909262744
Row7783;CHEMBL4471845;nM;570;C=C(Cl)C(=O)Nc1cc(Nc2nc3c(c(-c4cn(C)c5ccccc45)n2)CSCC3)c(OC)cc1N(C)CCN(C)C;CHEMBL203;6.2441251443275085
Row7784;CHEMBL447223;nM;0.7586;C=CC(=O)Nc1ccc2ncnc(Cc3ccc(F)c(Cl)c3)c2c1;CHEMBL203;9.119987161633228
Row7785;CHEMBL447230;nM;152;COc1cc2ncnc(N(C)c3cccc(Br)c3)c2cc1OC;CHEMBL203;6.818156412055227
Row7787;CHEMBL4472983;nM;388;CC/C=C\C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;6.411168274405792
Row7788;CHEMBL4473277;nM;0.22;Cn1cc([N+](=O)[O-])nc1C[N+](C)(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1.[Br-];CHEMBL203;9.657577319177793
Row7789;CHEMBL447331;nM;0.4365;Brc1cccc(Nc2ncnc3cc4c(cc23)CN4)c1;CHEMBL203;9.36001575195841
Row7790;CHEMBL4473365;nM;4;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;8.397940008672037
Row7791;CHEMBL4473375;nM;83;CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1nc2ccccc2s1;CHEMBL203;7.080921907623926
Row7792;CHEMBL447365;nM;79;O=C(O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1;CHEMBL203;7.102372908709559
Row7793;CHEMBL4473768;nM;10;COc1cc(Nc2ncnc3cc(-c4ccc(I)cc4)sc23)cc(OC)c1OC;CHEMBL203;8
Row7794;CHEMBL4473875;nM;0.69;CCOCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C;CHEMBL203;9.161150909262744
Row7796;CHEMBL4474073;nM;0.76;COCCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C;CHEMBL203;9.119186407719209
Row7799;CHEMBL4474429;nM;2800;COc1cccc(/C=C/C(=O)c2ccc(NC(=O)c3cc4cc5cc(OC)ccc5nc4s3)cc2)c1;CHEMBL203;5.552841968657781
Row7804;CHEMBL4475546;nM;1080;C=CC(=O)Nc1cccc(-c2c(Cl)sc3ncnc(N[C@H](CO)c4ccccc4)c23)c1;CHEMBL203;5.966576244513051
Row7805;CHEMBL4475770;nM;201;COc1cc(N(C)CCN(C)C)c(NC(=O)C=C(C)C)cc1Nc1nc2c(c(-c3cn(C)c4ccc(F)cc34)n1)CS(=O)(=O)CC2;CHEMBL203;6.696803942579511
Row7806;CHEMBL4475780;nM;234;C=CC(=O)N(c1ccc(Cl)cc1F)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12;CHEMBL203;6.6307841425898575
Row7809;CHEMBL4476544;nM;4;C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCCO)nn1;CHEMBL203;8.397940008672037
Row7811;CHEMBL4476772;nM;27;CCN(CC)C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21;CHEMBL203;7.568636235841013
Row7812;CHEMBL4476791;nM;2.213;C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N(C)C;CHEMBL203;8.655018586072742
Row7813;CHEMBL447720;nM;3160;O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5CCc5ccccc5)c4)c3s2)C1)N1CCOCC1;CHEMBL203;5.5003129173815966
Row7814;CHEMBL447850;nM;0.4467;O=C(/C=C/CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1;CHEMBL203;9.349984047528162
Row7816;CHEMBL448154;nM;490;CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21;CHEMBL203;6.309803919971486
Row7817;CHEMBL448172;nM;6.607;C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCC(C)CC1;CHEMBL203;8.179995693191682
Row7819;CHEMBL448628;nM;25;COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCN(C(=O)N(C)C)CC5)CC4)c4ncnc(N)c34)cc2[nH]1;CHEMBL203;7.6020599913279625
Row7821;CHEMBL448730;nM;4100;CCN(CC)CCn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc21;CHEMBL203;5.3872161432802645
Row7823;CHEMBL448929;nM;22;CCc1cc(Nc2nccc(-c3c(-c4cccc(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1;CHEMBL203;7.657577319177793
Row7824;CHEMBL449093;nM;54;O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1O;CHEMBL203;7.267606240177032
Row7826;CHEMBL449114;nM;400000;N#CC(C#N)=C(C#N)c1cccc(O)c1;CHEMBL203;3.3979400086720384
Row7827;CHEMBL449949;nM;2600;O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)nc4)c3s2)C1)N1CCOCC1;CHEMBL203;5.585026652029182
Row7829;CHEMBL450109;nM;40;O=C(O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1;CHEMBL203;7.3979400086720375
